Out distribution
"0: 4, 1: 15, 2: 28, 2.2557: 1, 3: 4, 0.5: 1, 6.9414: 1, 6: 1, 8.0: 1, 2.496: 1, 3.7866999999999997: 1, 4.5191: 1, 12.547: 1, 5.832800000000001: 1, 6.7478: 1, 15.0279: 1, 2.205: 1, 22.0: 1, 5: 1, 1.0709: 1, 2.129: 1, 69.81: 1, 71.81: 1, 1.361: 1, 2.8977: 1"
"0: 19, 1: 137, 2: 131, 3.0: 32, 4: 4, 5: 4, 6: 2, 7: 5, 9: 1, 10.0: 2, 11.0: 1, 9.5: 1, 77.0: 1, 49.0: 1, 116.0: 1"
"0: 117, 1: 775, 2: 506, 3: 111, 1.000223: 1, 5.000223: 1, 6: 14, 5: 13, 2.004737: 1, 4: 38, 4.2958: 1, 11: 2, 7.5137: 1, 13.1335: 1, 8.09158: 1, 15.2411: 1, 15: 1, 2.0270200000000003: 2, 12.000223: 1, 3.0071060000000003: 1, 0.004737: 1, 21.000223: 1, 16.263199999999998: 1, 23.0: 2, 19: 1, 21.000447: 1, 5.6126000000000005: 1, 32.000576: 1, 0.007895: 1, 32.0: 1, 7.0: 5, 36.5: 1, 8: 3, 9.0: 2, 49.0: 1, 10: 2, 12.0: 3, 63.0: 1, 69.001831: 1, 1.003158: 2, 1.01945: 1, 14: 1, 14.2151: 1, 2.003158: 2, 16.0: 2, 16.2158: 1, 4.011843: 1, 2.2211: 1, 2.1759: 1, 1.1776: 1, 0.003158: 1, 1.4505: 1, 2.000223: 3, 2.02632: 1, 3.000223: 2, 4.000223: 1, 163.0: 1, 209.0: 1, 3.04889: 1, 1.02233: 1, 255.0: 1, 3.01389: 1, 1.000055: 1, 2.2411: 1, 3.3432: 1, 0.000223: 1, 13.263200000000001: 1, 3.04148: 1, 2.2904999999999998: 1, 397.98400000000004: 1, 3.1379: 1, 1.09474: 1, 5.2537: 1, 5.1441: 1, 2.4232: 1, 1.003948: 1, 2.0568400000000002: 1, 4.1537: 1, 2.02617: 2, 2.007106: 1, 497.462: 1"
"0: 117, 1: 775, 2: 504, 3: 111, 1.000223: 1, 5.000223: 1, 6: 15, 5: 13, 4.0: 39, 7.5137: 1, 2.004737: 1, 11: 2, 4.2958: 1, 13.1335: 1, 8: 4, 15.2411: 1, 15: 1, 2.0270200000000003: 2, 12.000223: 1, 3.0071060000000003: 1, 0.004737: 1, 21.000223: 1, 16.0: 2, 23.0: 2, 16.263199999999998: 1, 19: 1, 5.6126000000000005: 1, 21.000447: 1, 32.000575999999995: 1, 0.007895: 1, 32.0: 1, 7.0: 4, 36.5: 1, 8.09158: 1, 9.0: 2, 49.0: 1, 10: 2, 12.0: 3, 63.0: 1, 69.001831: 1, 1.003158: 2, 14.2151: 1, 1.01945: 1, 14: 1, 2.003158: 2, 16.2158: 1, 4.011843: 1, 2.2211: 1, 2.1759: 1, 1.1776: 1, 0.003158: 1, 1.4505: 1, 2.000223: 3, 2.02632: 1, 3.000223: 2, 4.000223: 1, 163.0: 1, 3.04889: 1, 214.0: 1, 1.02233: 1, 255.0: 1, 3.01389: 1, 1.000055: 1, 2.2411: 1, 3.3432: 1, 0.000223: 1, 13.263200000000001: 1, 3.04148: 1, 2.2904999999999998: 1, 397.98400000000004: 1, 3.1379: 1, 1.09474: 1, 5.2537: 1, 5.1441: 1, 2.4232: 1, 1.003948: 1, 2.0568400000000002: 1, 4.1537: 1, 2.007106: 1, 2.02617: 2, 497.462: 1"
"0: 91, 1: 300, 2: 123, 3: 26, 3.3237: 1, 4.001: 1, 6: 1, 7.2361: 1, 6.1002: 1, 4.2776: 1, 10: 1, 4: 9, 9.0: 2, 13.0: 1, 14: 1, 14.000005999999999: 1, 16.00005: 1, 17.2222: 1, 17.00005: 1, 15.00013: 1, 20.288: 1, 21.288: 1, 18.0: 1, 3.1509: 1, 5: 2, 28.00215: 1, 33.0: 1, 8.0: 2, 3e-06: 1, 12: 2, 67.0004: 1, 0.00474: 1, 3.1682: 1, 1.02153: 1, 1.000026: 1, 1.000299: 1, 2.0215300000000003: 1, 162.4: 1, 0.01619: 1, 0.0047: 1, 0.01349: 1, 9.000043: 1, 1.001349: 1, 1e-06: 1, 2.0622: 1, 2.4631: 1, 207.0: 1, 214.1846: 1, 0.01012: 1, 7.1489: 1, 2.0331200000000003: 2, 2.1037: 1, 1.2638: 1, 6.02056: 1, 9.2638: 1, 0.002698: 1, 1.01147: 1, 2.0262000000000002: 1, 3.3754999999999997: 1, 3.7: 1, 1.0005: 1, 1.002698: 1, 1.000061: 1, 2.01543: 1, 2.493: 1, 0.000674: 2, 2.3179: 1, 1.000005: 2, 5.1379: 1, 1.2419: 1, 2.2027: 1, 2.02362: 1, 2.6704: 1, 3.5621: 1, 1.000374: 1, 1.000011: 1, 0.002: 1"
"0: 121, 1: 555, 2: 233, 1.000223: 2, 4.000446: 1, 1.00005: 1, 2.5819900000000002: 1, 1.47428: 1, 3: 36, 4: 23, 1.000004: 1, 11.47428: 1, 11: 1, 5: 8, 1.010002: 1, 6.0: 8, 15: 2, 12.153907: 1, 2.0013620000000003: 1, 2.0967219999999998: 1, 19.517749000000002: 1, 21.000279: 1, 4.000498: 1, 1.065942: 1, 1.096722: 1, 21.247989: 1, 18.000224: 1, 21.0: 1, 29.000446: 1, 30: 1, 7.0: 3, 38.000045: 1, 1.005125: 1, 1.052197: 1, 8.0: 3, 2.000048: 1, 44.000336000000004: 1, 2.00893: 1, 9: 1, 0.005393: 1, 49.003574: 1, 10.0: 1, 1.00011: 1, 1.000656: 1, 2.37509: 1, 12.0: 1, 64.000335: 1, 13.0: 1, 1.006538: 1, 14.0: 2, 2.3645620000000003: 1, 2.002021: 1, 16: 3, 0.01667: 1, 94.0: 1, 1.4e-05: 1, 2.064569: 1, 1.185024: 1, 0.000446: 3, 0.13609100000000002: 1, 3.01638: 1, 4.000223: 1, 4.205425: 1, 1.186406: 1, 0.000905: 1, 0.10798300000000001: 1, 1.00062: 1, 2.0659419999999997: 1, 2.434953: 1, 12.424566: 1, 2.006457: 1, 0.013178: 1, 3.27128: 1, 5.025006: 1, 1.000446: 2, 1.001614: 1, 2.5716: 1, 2.88645: 1, 2.111839: 1, 2.030683: 1, 2.000446: 1, 0.00122: 1, 0.003683: 1, 279.0: 1, 5.000446: 1, 7.01069: 1, 8.027905: 1, 2.02337: 1, 0.000223: 2, 14.000446: 1, 2.832593: 1, 0.000215: 1, 16.000446: 1, 4.180193: 1, 1.008335: 1, 0.010002: 1, 1.000807: 1, 4.499093: 1, 1.007159: 1, 413.8766: 1, 6.166122: 1, 2.67517: 1, 2.013207: 1, 2.006098: 1, 435.6015: 1, 10.000098: 1, 1.002372: 1, 13.517749: 1, 2.002327: 1, 2.010483: 1, 2.000357: 1, 2.000419: 1, 0.00607: 1, 4.30234: 1, 2.000031: 1, 0.001328: 1, 0.000116: 1, 1.000014: 1, 1.000726: 1"
"0: 144, 1: 375, 2: 171, 1.000014: 2, 1.00004: 1, 1.000032: 1, 4.0: 28, 7: 13, 1.00463: 1, 5: 19, 3: 44, 6.0: 11, 4.0108630000000005: 3, 4.073: 1, 8: 4, 15.129999999999999: 1, 16.070999999999998: 1, 17.0001: 1, 18.306: 1, 0.001741: 1, 11.32: 1, 21: 1, 1.006549: 1, 23.0: 1, 24.0: 1, 0.0001: 4, 4.3260000000000005: 1, 19: 1, 6.2620000000000005: 1, 32.0: 1, 1.0032: 1, 40.0: 1, 0.001231: 1, 9: 2, 10.0: 1, 10.5: 1, 11: 1, 568.0: 1, 12.5: 1, 13: 1, 2.287: 1, 3.159: 1, 93.0: 1, 2.025: 1, 1.208: 1, 2.006724: 3, 2.000572: 1, 3.08: 1, 5.2170000000000005: 1, 161.369: 1, 3.000772: 1, 3.015775: 1, 201.369: 1, 2.008869: 1, 1.001231: 1, 0.000772: 1, 0.015: 2, 1.108: 1, 1.044: 1, 0.011: 1, 2.169: 1, 2.007206: 2, 2.0000999999999998: 1, 4.3580000000000005: 1, 1.0001: 3, 7.0001: 1, 8.0001: 1, 9.0001: 1, 3.0001: 1, 3.017954: 2, 1.011: 1, 1.001451: 1, 0.209: 1, 0.133: 1, 1.194: 1, 3.072: 1, 0.001543: 2, 1.003171: 1, 3.222: 1, 1.027: 1, 0.171: 1, 1.143: 1, 0.000572: 2, 5.085: 1, 1.010863: 1, 0.01: 1, 3.010863: 1"
"0: 141, 1: 379, 2: 172, 1.000014: 2, 1.00004: 1, 1.000032: 1, 4.0: 28, 7: 12, 1.00463: 1, 5: 20, 3: 46, 4.0108630000000005: 3, 6.0: 11, 8: 4, 5.2170000000000005: 1, 15.129999999999999: 1, 16.070999999999998: 1, 17.0001: 1, 18.305999999999997: 1, 0.001741: 1, 20: 1, 4.073: 1, 1.006549: 1, 4.3260000000000005: 1, 24.0: 1, 0.0001: 4, 26.0: 1, 19: 1, 6.2620000000000005: 1, 31.0: 1, 1.0032: 1, 40.0: 1, 0.001231: 1, 9: 2, 10.0: 1, 10.5: 1, 566.0: 1, 11: 1, 11.32: 1, 13: 1, 2.287: 1, 15.0: 1, 3.159: 1, 95.0: 1, 2.025: 1, 1.208: 1, 2.006724: 3, 2.000572: 1, 3.08: 1, 163.369: 1, 3.000772: 1, 3.015775: 1, 203.369: 1, 2.008869: 1, 1.001231: 1, 0.000772: 1, 0.015: 2, 1.108: 1, 1.044: 1, 0.011: 1, 2.169: 1, 2.007206: 2, 2.0000999999999998: 1, 3.0000999999999998: 1, 4.3580000000000005: 1, 1.0001: 3, 7.0001: 1, 8.0001: 1, 9.0001: 1, 3.017954: 2, 1.011: 1, 1.001451: 1, 0.209: 1, 0.133: 1, 3.194: 1, 3.072: 1, 0.001543: 2, 1.003171: 1, 3.222: 1, 1.027: 1, 0.143: 1, 0.171: 1, 0.000572: 2, 5.085: 1, 1.010863: 1, 0.01: 1, 3.010863: 1"
"0: 137, 1: 384, 2: 173, 1.00463: 1, 4.0: 28, 3: 46, 6.0: 11, 7: 12, 5: 20, 8: 4, 3.194: 1, 2.287: 1, 5.217: 1, 4.0108630000000005: 3, 0.000772: 1, 15.13: 1, 16.070999999999998: 1, 17.0001: 1, 18.306: 1, 0.001741: 1, 11: 1, 21: 1, 1.006549: 1, 4.073: 1, 24.0: 1, 0.0001: 4, 26.0: 1, 19: 1, 6.2620000000000005: 1, 31.0: 1, 1.0032: 1, 40.0: 1, 0.001231: 1, 9: 2, 10.0: 1, 10.5: 1, 11.32: 1, 568.0: 1, 13: 1, 3.159: 1, 16.0: 1, 95.0: 1, 2.025: 1, 1.00004: 1, 1.208: 1, 2.000572: 1, 2.006724: 3, 3.08: 1, 164.369: 1, 3.000772: 1, 3.015775: 1, 1.000032: 1, 2.008869: 1, 208.369: 1, 1.001231: 1, 0.015: 2, 1.108: 1, 1.044: 1, 0.011: 1, 2.169: 1, 2.007206: 2, 4.3580000000000005: 1, 1.0001: 3, 7.0001: 1, 8.0001: 1, 2.0001: 1, 9.0001: 1, 3.017954: 2, 3.0001: 1, 1.011: 1, 1.001451: 1, 0.209: 1, 0.133: 1, 3.072: 1, 0.001543: 2, 1.003171: 1, 3.222: 1, 1.027: 1, 0.171: 1, 4.326: 1, 1.143: 1, 0.000572: 2, 5.085: 1, 1.010863: 1, 0.01: 1, 3.010863: 1, 1.000014: 2"
"0: 140, 1: 381, 2: 173, 1.006549: 1, 1.0032: 1, 5: 20, 1.003171: 1, 7: 12, 4.0: 28, 1.00004: 1, 1.000014: 2, 6.0: 11, 8: 4, 5.217: 1, 6.2620000000000005: 1, 15.129999999999999: 1, 3: 46, 17.0001: 1, 16.070999999999998: 1, 18.306: 1, 0.001741: 1, 21: 1, 4.073: 1, 4.0108630000000005: 3, 24.0: 2, 0.0001: 4, 4.3260000000000005: 1, 19: 1, 31.0: 1, 40.0: 1, 0.001231: 1, 9: 2, 10.0: 1, 10.5: 1, 566.0: 1, 11.32: 1, 11: 1, 13.5: 1, 13: 1, 2.287: 1, 3.159: 1, 1.00463: 1, 94.0: 1, 2.025: 1, 1.208: 1, 2.006724: 3, 2.000572: 1, 3.08: 1, 163.369: 1, 3.000772: 1, 3.015775: 1, 1.000032: 1, 203.369: 1, 2.008869: 1, 1.001231: 1, 0.000772: 1, 0.015: 2, 1.108: 1, 1.044: 1, 0.011: 1, 2.169: 1, 2.007206: 2, 2.0000999999999998: 1, 4.3580000000000005: 1, 1.0001: 3, 7.0001: 1, 8.0001: 1, 9.0001: 1, 3.0001: 1, 3.017954: 2, 1.011: 1, 1.001451: 1, 0.209: 1, 0.133: 1, 2.194: 1, 3.072: 1, 0.001543: 2, 3.222: 1, 1.027: 1, 0.171: 1, 1.143: 1, 0.000572: 2, 5.085: 1, 1.010863: 1, 0.01: 1, 3.010863: 1"
"0: 140, 1: 381, 2: 173, 1.000014: 2, 1.00004: 1, 1.000032: 1, 4.0: 28, 7: 12, 1.00463: 1, 5: 20, 3: 46, 6.0: 11, 4.0108630000000005: 3, 4.073: 1, 8: 4, 15.129999999999999: 1, 16.070999999999998: 1, 17.0001: 1, 18.305999999999997: 1, 15.0: 1, 20: 1, 0.001741: 1, 1.006549: 1, 4.3260000000000005: 1, 24.0: 1, 0.0001: 4, 26.0: 1, 19: 1, 6.2620000000000005: 1, 31.0: 1, 1.0032: 1, 40.0: 1, 0.001231: 1, 9: 2, 10.0: 1, 10.5: 1, 11.32: 1, 11: 1, 568.0: 1, 13: 1, 2.287: 1, 3.159: 1, 95.0: 1, 2.025: 1, 1.208: 1, 2.006724: 3, 2.000572: 1, 3.08: 1, 5.2170000000000005: 1, 163.369: 1, 3.000772: 1, 3.015775: 1, 203.369: 1, 2.008869: 1, 1.001231: 1, 0.000772: 1, 0.015: 2, 1.108: 1, 1.044: 1, 0.011: 1, 2.169: 1, 2.007206: 2, 2.0000999999999998: 1, 4.3580000000000005: 1, 1.0001: 3, 7.0001: 1, 8.0001: 1, 9.0001: 1, 3.0001: 1, 3.017954: 2, 1.011: 1, 1.001451: 1, 0.209: 1, 0.133: 1, 3.194: 1, 3.072: 1, 0.001543: 2, 1.003171: 1, 3.222: 1, 1.027: 1, 0.171: 1, 0.143: 1, 0.000572: 2, 5.085: 1, 1.010863: 1, 0.01: 1, 3.010863: 1"
"0: 193, 1: 849, 2.365286: 1, 1.030234: 1, 4.000223: 2, 5.025392: 1, 2.063772: 1, 3.077744: 1, 6: 12, 2.834346: 1, 5.000508: 1, 2: 571, 6.207935: 1, 13.000223: 1, 2.005381: 1, 15.263307000000001: 1, 16.475287: 1, 8.000223: 1, 9.012838: 1, 10: 4, 12.013103000000001: 1, 4.003805: 1, 4.002288: 1, 3: 130, 23.424217: 1, 21.000559: 1, 5.284205: 1, 26.000446: 1, 4: 38, 29.000744: 1, 29.000279: 1, 5: 11, 31.5: 1, 31: 1, 26: 1, 7: 6, 1.888309: 1, 8.0: 4, 42.0: 1, 2.010157: 1, 9: 1, 10.180568000000001: 1, 1.002944: 1, 1.00011: 1, 11: 3, 3e-06: 1, 60.000045: 1, 572.3543999999999: 1, 12: 2, 0.010157: 1, 13: 2, 1.000051: 1, 1.186794: 1, 1.000673: 1, 76.003618: 1, 78.000335: 1, 3.112077: 1, 3.676609: 1, 16: 4, 0.00023799999999999998: 1, 18.000223: 1, 3.045792: 1, 0.000446: 1, 1.000223: 2, 1.019456: 1, 2.008151: 1, 2.0006649999999997: 1, 4.303022: 1, 1.00118: 1, 4.004439: 1, 5.004892: 1, 6.000223: 1, 161.0: 1, 2.572835: 1, 1.001349: 1, 1.3808829999999999: 1, 2.004957: 1, 2.0013829999999997: 1, 3.0000489999999997: 1, 3.012747: 1, 4.006744: 1, 2.050971: 2, 242.0: 1, 4e-06: 1, 1.008464: 1, 2.000446: 2, 3.000446: 3, 4.000446: 1, 5.000446: 1, 5.583212: 1, 5.500192999999999: 1, 2.052629: 2, 7e-06: 2, 0.000223: 2, 13.000446: 1, 16.425476: 1, 348.0: 1, 1.00229: 1, 2.1541870000000003: 1, 0.016928: 1, 2.475287: 1, 2.015236: 1, 2.435853: 1, 3.03327: 1, 4.271889: 1, 4.001961: 1, 5.0000979999999995: 1, 1.005448: 1, 13.518872: 1, 2.00063: 1, 15.518872: 1, 3.005707: 1, 1.001345: 1, 476.2448: 1, 2.000031: 1, 3.013894: 1, 1.000014: 1, 1.000605: 1"
"0: 172, 1: 878, 2: 567, 3.005707: 1, 2.0006649999999997: 1, 1.001345: 1, 4.583212: 1, 2.015236: 1, 3.0000489999999997: 1, 1.001349: 1, 4.001961: 1, 2.000446: 2, 3.000446: 3, 13.000223: 1, 14.263307000000001: 1, 9.012838: 1, 16.475287: 1, 10: 4, 10.180568000000001: 1, 2.005381: 1, 12.013103000000001: 1, 4.002288: 1, 21.000559: 1, 23.424217: 1, 24.000446: 1, 3: 129, 5.284205: 1, 4.003805: 1, 28.000744: 1, 29.000279: 1, 4: 35, 6: 13, 5: 12, 28: 1, 26: 1, 7: 7, 1.888309: 1, 39.0: 1, 41.5: 1, 8.0: 3, 2.010157: 1, 9: 1, 1.00011: 1, 1.002944: 1, 11: 3, 3e-06: 1, 12: 1, 0.010157: 1, 66.000045: 1, 13: 1, 1.186794: 1, 1.000673: 1, 1.000051: 1, 585.3543999999999: 1, 14: 1, 77.003618: 1, 78.000335: 1, 3.112077: 1, 16.518872: 1, 3.676609: 1, 16: 4, 0.00023799999999999998: 1, 18.000223: 1, 6.207935: 1, 3.045792: 1, 2.063772: 1, 0.000446: 1, 1.000223: 2, 1.019456: 1, 2.008151: 1, 3.000223: 1, 4.004439: 1, 4.000223: 1, 1.00118: 1, 4.303022: 1, 5.004892: 1, 6.000223: 1, 165.0: 1, 8.000223: 1, 2.572835: 1, 1.3808829999999999: 1, 2.0013829999999997: 1, 2.004957: 1, 2.365286: 1, 3.012747: 1, 4.006744: 1, 2.050971: 2, 245.0: 1, 4e-06: 1, 1.008464: 1, 2.834346: 1, 4.000446: 1, 5.500192999999999: 1, 5.000508: 1, 5.025392: 1, 5.000446: 1, 2.052629: 2, 7e-06: 2, 0.000223: 2, 13.000446: 1, 3.077744: 1, 16.425476: 1, 351.0: 1, 1.00229: 1, 2.1541870000000003: 1, 0.016928: 1, 2.435853: 1, 2.475287: 1, 1.030234: 1, 4.03327: 1, 4.271889: 1, 5.0000979999999995: 1, 1.005448: 1, 13.518872: 1, 2.00063: 1, 478.2448: 1, 2.000031: 1, 3.013894: 1, 1.000014: 1, 1.000605: 1"
"0: 178, 1.001345: 1, 1.186794: 1, 3.005707: 1, 3: 128, 5.000508: 1, 2.1541870000000003: 1, 2.050971: 2, 3.676609: 1, 2.052629: 2, 10.180568000000001: 1, 2.000031: 1, 1: 878, 13.000223: 1, 14.263307000000001: 1, 12.013103000000001: 1, 8.000223: 1, 9.012838: 1, 2: 567, 2.005381: 1, 13.518872: 1, 4.003805: 1, 16.518872: 1, 21.000559: 1, 18.000223: 1, 16.425476: 1, 5.284205: 1, 4.002288: 1, 23.424217: 1, 29.000279: 1, 30.000744: 1, 6: 11, 26.000446: 1, 5: 14, 25: 1, 26: 1, 7: 7, 36.5: 1, 1.888309: 1, 39.0: 1, 8.0: 4, 2.010157: 1, 9: 1, 10: 5, 1.00011: 1, 1.002944: 1, 11: 3, 3e-06: 1, 61.000045: 1, 12: 1, 0.010157: 1, 13: 2, 1.000673: 1, 583.3543999999999: 1, 1.000051: 1, 76.003618: 1, 79.000335: 1, 3.112077: 1, 16.475287: 1, 16: 4, 0.00023799999999999998: 1, 6.207935: 1, 4: 34, 3.045792: 1, 2.063772: 1, 0.000446: 1, 1.000223: 2, 1.019456: 1, 2.0006649999999997: 1, 2.008151: 1, 3.000223: 1, 4.004439: 1, 4.000223: 1, 4.303022: 1, 1.00118: 1, 5.004892: 1, 6.000223: 1, 165.0: 1, 2.572835: 1, 1.001349: 1, 1.3808829999999999: 1, 2.365286: 1, 2.0013829999999997: 1, 2.004957: 1, 3.0000489999999997: 1, 3.012747: 1, 4.006744: 1, 4e-06: 1, 247.0: 1, 1.008464: 1, 2.834346: 1, 2.000446: 2, 3.000446: 3, 4.000446: 1, 4.583212: 1, 5.500192999999999: 1, 5.025392: 1, 5.000446: 1, 7e-06: 2, 0.000223: 2, 13.000446: 1, 3.077744: 1, 350.0: 1, 1.00229: 1, 0.016928: 1, 2.475287: 1, 2.015236: 1, 2.435853: 1, 1.030234: 1, 4.001961: 1, 4.03327: 1, 4.271889: 1, 5.0000979999999995: 1, 1.005448: 1, 2.00063: 1, 476.2448: 1, 3.013894: 1, 1.000605: 1, 1.000014: 1"
"0: 903, 1: 2013, 2: 778, 3: 244, 4.0: 111, 5: 57, 6: 72, 7: 45, 8.0: 25, 9: 15, 10: 8, 11: 6, 12: 10, 13: 4, 14.0: 3, 15: 7, 7.1217405: 1, 17: 2, 18: 2, 14.1361714: 1, 14.03457487: 1, 19.0491416: 1, 16.0: 4, 23: 2, 24: 2, 25.0: 2, 26: 3, 27: 3, 28.0: 4, 29: 3, 30: 5, 542.0: 1, 33: 2, 34: 2, 35: 1, 36: 2, 37.0: 1, 38: 3, 39.583193: 1, 40.0: 2, 35.239059: 1, 42: 3, 44.0: 2, 44.2178515: 1, 48.0569963: 1, 49.0: 1, 50: 3, 10.049141599999999: 1, 51: 1, 52.0: 1, 54.0: 1, 55.0: 1, 54.498509999999996: 1, 566.5: 1, 58.559089: 1, 58.1881166: 1, 53.0: 1, 61: 1, 12.03457487: 1, 62.42277: 1, 64.47297: 1, 65: 1, 0.0063: 1, 69: 1, 70: 1, 69.29718199999999: 1, 0.0144: 2, 73.0: 2, 77.79972599999999: 1, 78.0: 1, 80: 1, 81.686605: 1, 83.87769399999999: 1, 84.016825: 1, 90.0: 2, 91.0: 1, 93.079314: 1, 95.502785: 1, 19: 1, 97.0: 1, 100.57820699999999: 1, 2149.1545: 1, 20: 2, 104.730485: 1, 107.0: 1, 110.0: 3, 22: 1, 112.967469: 1, 117.0: 1, 1.0357: 1, 128: 1, 129.0: 1, 0.08415: 1, 131.0: 1, 1.0513718: 1, 135.731331: 1, 148.875: 1, 4.02303695: 1, 153.92000000000002: 1, 0.01575: 2, 177.0: 1, 1728.1439761: 1, 202.0: 1, 0.3366: 1, 0.02925: 1, 224.0: 1, 0.1431: 1, 232.0: 1, 1257.8068: 1, 0.0594: 1, 0.8109: 1, 0.0816: 2, 0.65535: 1, 4.029913560000001: 1, 5.002406844999999: 1, 289.5: 1, 11.1822324: 1, 0.0783632: 1, 1.002063004: 1, 5.069798400000001: 1, 0.08925: 2, 0.16575: 1, 0.00928353: 1, 11.1194161: 1, 0.01485: 1, 0.11565: 1, 1.01516918: 1, 0.11985: 1, 7.02544375: 1, 0.02115: 1"
"0: 400, 1: 1281, 2: 541, 3: 171, 4: 81, 5: 62, 6: 36, 7: 26, 8: 10, 9: 7, 10: 10, 11: 9, 12.0: 5, 11.239059000000001: 1, 14.0: 2, 15.0: 2, 16.0: 3, 9.1194161: 1, 18: 4, 19.0: 2, 18.0569963: 1, 21.0: 1, 21.217851500000002: 1, 23.49851: 1, 19.03711454: 1, 27.0: 2, 28.0: 1, 29: 1, 34.1881166: 1, 36.5: 1, 37: 1, 36.472970000000004: 1, 38.42277: 1, 39.583193: 1, 41.297182: 1, 42.0: 1, 45.0: 1, 45.559089: 1, 48.0: 1, 50.0: 4, 10.049141599999999: 1, 52.0: 1, 53.799726: 1, 56.0: 1, 58: 1, 59.016825: 1, 59: 1, 61.502785: 1, 61.0: 1, 63.0: 1, 60: 1, 60.877694: 1, 66.079314: 1, 67.0: 1, 68.5: 1, 13: 1, 0.0063: 1, 14.03457487: 1, 0.0144: 2, 74.57820699999999: 1, 75: 1, 74.0: 1, 78.730485: 1, 79.686605: 1, 85.92: 1, 92.0: 1, 99.0: 1, 100.0: 1, 101.875: 1, 99.967469: 1, 105.0: 1, 1.0357: 1, 119.731331: 1, 0.08415: 1, 1.0513718: 1, 1163.8068: 1, 2.02303695: 1, 143.0: 1, 0.01575: 2, 169.0: 1, 1722.1439761: 1, 0.3366: 1, 214: 1, 0.02925: 1, 0.1431: 1, 0.0594: 1, 0.8109: 1, 0.65535: 1, 0.0816: 2, 4.029913560000001: 1, 280.0: 1, 5.002406844999999: 1, 8.1822324: 1, 0.0783632: 1, 1.002063004: 1, 1874.1545: 1, 4.069798400000001: 1, 0.08925: 2, 0.16575: 1, 6.1217405: 1, 0.00928353: 1, 10.1361714: 1, 0.01485: 1, 0.11565: 1, 1.01516918: 1, 4.02544375: 1, 0.11985: 1, 12.03457487: 1, 0.02115: 1"
